created_at,tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,client,hashtags,urls,media_type,media_urls
3/30/24 2:23,'1773883678546178453',@phil_pilled Instagram account brycelandslondon,en,Reply,2,5,0,0,2440,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:22,'1773883504880963888',@Windowlicker https://t.co/pMfjaVVE3M,qme,Reply,7,5,1,1,1697,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://putthison.com/a-tailoring-directory/,,
3/30/24 2:19,'1773882712241459529',@FroDogg33 brown shoes in a slightly darker shade than the suit,en,Reply,0,18,0,0,2895,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:18,'1773882371152224758',"@toneloki73 thanks, tony! also thanks for the inspiration",en,Reply,0,4,0,0,3132,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:17,'1773882316122935505',"@threerolltwo yes, brown suede is great for summer",en,Reply,2,12,0,0,2243,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:17,'1773882111331823825',@NaymithGlen black blundstones or any kind of work boot (e.g. red wings),en,Reply,1,12,0,0,2669,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:16,'1773881952514502953',@nbougeard what do you find incoherent about it?,en,Reply,1,4,1,2,3709,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:16,'1773881912890884548',"@amirrowaichi i dont buy clothes very often, usually once every two hours",en,Reply,2,211,5,1,4285,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:15,'1773881759152914602',"@jshurmer whoops, thanks! corrected",en,Reply,0,5,0,0,2299,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 2:13,'1773881200744255555',@Redwall420 that's a great choice. i find wool-silk-linen blends really useful for spring/ summer,en,Reply,4,34,0,1,4858,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/30/24 1:11,'1773865699422896353',yea im into outdoors stuff https://t.co/fZHPX3K7R9,en,Tweet,70,1309,59,20,129820,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJ4Jcqya4AAWBw-.jpg,https://pbs.twimg.com/media/GJ4JcrLaEAAmfsC.jpg,https://pbs.twimg.com/media/GJ4JcrfbsAA9veO.jpg,https://pbs.twimg.com/media/GJ4Jcr0aIAAMb8b.jpg"
3/30/24 0:40,'1773857822486524134',cowboy carter dropped and now my whole tl looks like this https://t.co/CNZPT1NaGR,en,Tweet,90,4975,235,26,188889,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJ4CRTwa8AAY94P.jpg
3/29/24 22:03,'1773818279917658188',@Charlesknight give me your therapist's phone number,en,Reply,1,151,3,0,9229,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 22:02,'1773818130529488961',"@mrkookalamanza looks good! i would maybe try them with a slightly dressier shoe, like loafers",en,Reply,2,218,2,2,11553,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 18:03,'1773757965721559406',"men say stuff like ""the suit is dead. it's time for gold embroidered sherwani"" and then not wear a gold embroidered sherwani https://t.co/HGlmUk2pFu",en,Tweet,139,3841,129,38,216562,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJ2nC3Ea4AArA_o.jpg
3/29/24 18:05,'1773758339899645984',"every day, someone on here will be like ""why don't we wear kurtas/ ao dai/ some other beautiful garb"" and i don't know man, why don't you? go do it right now.",en,Reply,39,3654,94,48,144535,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 17:49,'1773754483962700160',"@kechadwick @JustinTrudeau i agree you should not wear a tie without a jacket. my thread is only that, if you decide to ditch the tie, you should not to do with with a formal outfit like a dark worsted suit. you should make the whole outfit more casual.",en,Reply,0,2,1,0,533,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 17:36,'1773751205573108038',"@kechadwick @JustinTrudeau i think the more reasonable position is to create a pleasing outfit and go about your day. if you find yourself taking off your jacket at some point, then so be it. but i would not leave the house with shirt and tie but no jacket.",en,Reply,0,5,1,1,350,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 17:31,'1773749830160130127',@kechadwick @JustinTrudeau not sure what you mean. he's not wearing a jacket so what does this have to do with what i posted?,en,Reply,0,1,1,1,321,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 16:53,'1773740223484305625',thinking about the time LBJ asked his tailor to give him more room from his crotch to his bunghole https://t.co/L5eFGwKnyx,en,Tweet,257,1026,94,55,202185,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1773739829995655168/pu/vid/avc1/1280x720/4L2EgSkFB2vGa4Ok.mp4?tag=12
3/29/24 7:03,'1773591857978630414',"not convinced that anyone who talks like this has worn a tie in this century. ties died 50 years ago. saying you hate ties when they haven't been relevant in your lifetime is pure performance. if you want to be counter-cultural, hate business casual https://t.co/u6rszoeln5",en,Tweet,222,6764,255,355,481697,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJ0PnD4bMAAV7iI.jpg
3/29/24 7:48,'1773603141306446030',"@JustEvilBrad you seriously expect me to believe there's a place called ""The United Kingdom"" that's not occupied by Zelda and a jumping mushroom man?",en,Reply,1,495,20,12,11732,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 7:41,'1773601372606214576',@JustEvilBrad the UK is not a real place,en,Reply,9,1739,35,31,33339,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 7:22,'1773596507893108991',"@afunnnyworld @SamBanksss They may be part of masculine style, but putting on a tie does not make you more masculine.",en,Reply,0,88,1,1,4604,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 7:11,'1773593759726424170',@Not47Buddz @BassProFan you dont have to like or wear it. literally no one cares. i don't go around announcing my opinion on breeches bc they are totally irrelevant to me.,en,Reply,0,199,1,8,6502,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 7:08,'1773593147064410198',@Plaadd no one said you have to wear a tie. you can literally wear anything you want. wear a chicken suit. literally no one cares.,en,Reply,2,550,11,13,20169,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 7:06,'1773592497144394084',@BassProFan i still want proof that anyone who says they hate ties has worn a tie any time outside of the occasional wedding. this is like me saying i hate breeches.,en,Reply,2,508,6,35,17542,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 7:03,'1773591857978630414',"not convinced that anyone who talks like this has worn a tie in this century. ties died 50 years ago. saying you hate ties when they haven't been relevant in your lifetime is pure performance. if you want to be counter-cultural, hate business casual https://t.co/u6rszoeln5",en,Tweet,222,6764,255,355,481697,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJ0PnD4bMAAV7iI.jpg
3/29/24 6:37,'1773585355603677614',@SamBanksss dont think wearing a tie or not wearing a tie has anything to do with being a man or masculine,en,Reply,4,576,3,4,63977,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 5:40,'1773571014342967720',"There are endless variations. Fabric can differ by weight, weave, fiber, and finishing. Tailoring can differ by structure, silhouette, and details such as pocket style. All of these will make a suit better suited for some purposes (e.g., season, occasion, lifestyle). https://t.co/6B7HXLZkUG",en,Reply,64,656,12,5,90728,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJz7greboAAli4i.jpg
3/29/24 5:40,'1773571017094361433',"But the market primarily offers three or four-season dark worsted wools, which is why many people think that tailoring is uncomfortable or not right for them. A suit may still not be right for you, but not all suits look like this: https://t.co/WdgWk0gw5j",en,Reply,22,889,14,15,81888,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJz9UZVacAAoayF.png
3/29/24 5:40,'1773571011666952673',"There are also very casual forms of tailoring. Here are two Stoffa suits. The first one is made from a pistachio-colored tropical wool-silk blend. The second is made from washed, plain woven linen (notice the drawstring trousers). Much more casual than a business suit. https://t.co/RciyhnkZLb",en,Reply,163,903,18,13,96859,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJz56d4bkAA2LAQ.jpg,https://pbs.twimg.com/media/GJz56d4bsAA4ovc.jpg"
3/29/24 4:07,'1773547566015090999',"@PeakedInPreK @thelongweeknd men say stuff like this to me all the time and then not wear kurtas, ao dais, or anything remotely resembling the cool fashion they say they would rather see. instead, they wear the same sad business casual as everyone else.",en,Reply,41,690,2,8,41191,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 3:52,'1773543620814971316',"@thelongweeknd the point is less about whether wearing a tie good or bad, but whether someone knows how to create a pleasing outfit when they've decided not to wear a tie",en,Reply,48,5290,30,23,360555,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/19/24 15:02,'1770088444867293535',🚴‍♀️ Ma façon de ressentir le frisson. Pédalez à travers les magnifiques vues de Slovénie sur des routes excitantes et des sentiers de montagne. Ressentez l'adrénaline alors que chaque virage révèle une beauté naturelle inégalée. Équipez-vous. #ifeelsLOVEnia #myway #sloveniaoutdoor,fr,Tweet,1,33,2,0,327643,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>","#ifeelsLOVEnia,#myway,#sloveniaoutdoor",,,
3/29/24 3:48,'1773542608532381798',"@SnarkedUpLawyer @J_McGrody pants are just a turtleneck for your waist, so you should remove that too",en,Reply,0,10,0,1,574,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/29/24 1:53,'1773513665419088207',"Understanding the language of tailoring can help you know whether you can dress it down with things like an open neck dress shirt, t-shirt, or even sneakers. Compare this seersucker suit vs the dark suit. One is coherently casual; the other is jarring. https://t.co/fj1RlImSqv",en,Reply,207,3638,53,21,581761,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJzH69na4AAeLJ7.jpg,https://pbs.twimg.com/media/GJzH9AQbMAAP0Ue.jpg"
3/29/24 1:53,'1773513667377840536',"A dark worsted suit without a tie is like the night sky without stars. You don't look like George Clooney; you look like every office worker who hates their job. But if men expand their understanding of suits beyond the basics, they can more skillfully dress things down. https://t.co/FF07VYPE4a",en,Reply,346,6941,222,117,585848,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJzIRJIbgAAimSB.jpg
3/28/24 23:04,'1773471184790950328',"me buying a vintage trucker jacket that Gen Z calls ""archival"" https://t.co/V4FUXF6nUG",en,Tweet,45,1294,32,9,184114,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJyiliJbEAEbply.jpg
3/28/24 22:55,'1773469083604029522',@nilocobau on the waterfront https://t.co/GFEAFrgBHH,en,Reply,13,719,5,3,44763,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJygrxobEAEQ2BD.png
3/28/24 8:04,'1773244689560334513',"a 30 year old art teacher just trying to look nice on dates: ""do you have any tips on where i can find some nice but comfy shoes?""

me: https://t.co/g6kPVoXoVh",en,Tweet,118,5804,139,38,206931,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJvUi_6aMAAIeDw.jpg
3/28/24 7:27,'1773235517695422712',@_BenMyers_ What a tremendous thread. Thank you for taking the time to share.,en,Reply,0,52,1,0,2791,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 17:15,'1773020993730048456',"the bay area is full of homeowners with lawn signs like ""immigrants are welcomed. black lives matter. diversity makes us stronger."" and then they block housing developments",en,Tweet,435,14885,1559,146,949336,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/28/24 3:45,'1773179628053504493',@DeckhandAuthor i like my housing like my pants: high rise,en,Reply,4,421,18,4,8956,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/28/24 1:38,'1773147500964188216',"when someone leaked Ralph Lauren's 65% off employee-only discount code and it spread through the internet and @JustBlaze bought lamps, chairs, chandeliers, and a $7,500 crystal skull",en,Tweet,934,11259,500,61,1704804,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/28/24 2:35,'1773161926907797825',"@dethofasailboat @JustBlaze It enacted the Patriot Act, got Bush Jr reelected, embroiled the US in two wars, and reshaped Iraq. I would say it's pretty historic in terms of my lifetime.",en,Reply,16,1283,9,7,37709,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/28/24 1:56,'1773152265890680997',@TheMcMeanie @JustBlaze https://t.co/1TsjfWqtUc,qme,Reply,18,621,6,3,92668,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://twitter.com/JustBlaze/status/445457032527613952,,
3/28/24 1:55,'1773151956770357569',"@litbrit @JustBlaze here he is with his bounty

https://t.co/JJPhtRsStv",en,Reply,240,1760,60,11,67742,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1660119663328784384/pu/vid/640x640/WiQ0bHA4PpHpUUEb.mp4?tag=12
3/28/24 1:42,'1773148740984926698',@reallymemorable @JustBlaze in the club (my bedroom blogging about menswear),en,Reply,4,1120,7,5,41889,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/28/24 1:38,'1773147500964188216',"when someone leaked Ralph Lauren's 65% off employee-only discount code and it spread through the internet and @JustBlaze bought lamps, chairs, chandeliers, and a $7,500 crystal skull",en,Tweet,934,11259,500,61,1704804,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/28/24 0:39,'1773132890148086022',@MonarchWolf @SFBART me when i see dress sneakers on BART https://t.co/cOaVKfstaM,en,Reply,2,1040,9,2,38157,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJtu9ALboAAg-9L.jpg
3/27/24 23:28,'1773114830221717647',seems like a good way to make the most of a suit you don't wear much anymore,en,Tweet,25,675,42,7,160589,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 22:21,'1773098143904649362',they're both great! love the dinosaur tie and the little three piece suit,en,Tweet,82,5293,107,30,295195,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 21:47,'1773089491445600447',a revolution is happening,en,Tweet,202,3351,96,17,389549,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 18:35,'1773041240814109000',@cha0space why are you following an immigrant then for style advice? go somewhere else.,en,Reply,1,432,3,1,8088,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 7:43,'1772877114431111589',gotta do slim fit clothing in that kind of space. no space for oversized fits,en,Tweet,67,1096,18,20,217771,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 4:30,'1772828435834126725',"insane that in the future, big financial news will be like:

""Spizzlewit has been compromised. Fourteen scrumple farms were scally wagged, causing all of our noodle slurpers to skedaddle, which means everyone has lost their Tooty coins. We will update as soon as we know more."" https://t.co/9J14DbGeZx",en,Tweet,41,1337,100,33,123428,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJpYEhdbAAAUm3v.png
3/27/24 4:08,'1772822955741134999',hm https://t.co/Y7cGkaU2ay,und,Tweet,196,3510,45,72,646134,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJpVEjzbwAAGX4O.jpg
3/27/24 2:51,'1772803527611670757',"@AuroraAldmora menswear is my martial art and the forums were my dojo, so i take it pretty seriously",en,Reply,0,15,1,1,530,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 2:30,'1772798255581298710',"i have to work all day, tomorrow, and the day after to pay rent and i keep thinking about how someone prob made $25M by putting ""God Bless the USA"" on a Trump-endorsed Bible",en,Tweet,25,2575,153,29,251254,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 2:35,'1772799517248917892',"sometimes brands approach me about doing a paid partnership and i say ""no, that seems dishonorable."" meanwhile one of the front runners of the US Presidential race is releasing sneakers and bibles",en,Reply,11,2409,96,61,123016,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 1:32,'1772783728630112575',@dizzycatdesign That's awful news. I'm so sorry. I'm glad she was able to spend her life with someone who cares so much. ❤️,en,Reply,0,10,2,1,624,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 1:27,'1772782393889562666',@bsw5020 you rock dude,en,Reply,0,13,1,1,1053,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/27/24 1:14,'1772779296035393978',"real style

IG newyorknico https://t.co/kFCllDWvSE",da,Tweet,188,1467,93,33,206276,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1772779174970961920/pu/vid/avc1/720x1280/EErrUHx4TvbvsbSH.mp4?tag=12
3/26/24 20:15,'1772703862828192155',"another example of how tailoring looks better on an athletic build if you go to a good tailor and don't insist on getting things made as tight as possible. tailoring here by ascottage

IG ascottage https://t.co/1xRTcZ3q4B",en,Tweet,1316,11365,543,123,503349,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJnowaYaIAEvvCD.jpg,https://pbs.twimg.com/media/GJnowalaIAIlBHQ.jpg,https://pbs.twimg.com/media/GJnowZdbwAA7WKI.jpg,https://pbs.twimg.com/media/GJnowZyaIAATx9g.jpg"
3/26/24 21:00,'1772715183925780594',"@jonah_hoff @UsmaanSalam can't tell the height of that armhole without seeing him lift his arm. from the looks of it, it may be that the shape of the scye is not right for his build. a high armhole allows for freer and more comfortable movement, as the jacket doesn't fight against you. see below https://t.co/M7sHAKXxq7",en,Reply,2,12,1,0,1902,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJnzD9ebkAEFc7o.jpg,https://pbs.twimg.com/media/GJnzD9gaIAEV32Q.jpg"
3/26/24 20:21,'1772705411218448744',@thesamexican i dont know how to respond bc I'm not old enough to have a 16 year old son,en,Reply,11,1725,7,7,24795,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/26/24 20:19,'1772705037052997688',sometimes i see guys here say that tailoring isn't comfortable and i think it's because they insist on wearing low-rise trousers and tight jackets with low armholes. of course the tailoring isn't comfortable; you're wearing a straight jacket https://t.co/0RA4JkSG8c,en,Reply,30,1484,38,23,100663,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJnpzXeaIAI2O4p.jpg
3/25/24 19:38,'1772332226937766339',"what if basketball coaches adopted one signature fashion that gave their team some special power. tailoring guy, pants guy, sweater guy, sleeve woman, etc https://t.co/tRyXGpbQ3v",en,Tweet,251,2857,126,73,229122,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJiWpRtaQAAU722.jpg,https://pbs.twimg.com/media/GJiWpRraYAAXs7h.jpg,https://pbs.twimg.com/media/GJiWqSQaQAAw3k0.jpg,https://pbs.twimg.com/media/GJiWrRBaQAAQRNU.jpg"
3/26/24 6:26,'1772495241138032782',@oneof300mil looks like a hairline tweed or flannel. Fox Brothers sells this sort of cloth. https://t.co/jgFMLdLvOT,en,Reply,4,27,0,1,3688,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJkq9EubkAAWq1t.jpg
3/26/24 2:52,'1772441454364811296',this is what the early 2000s was like on any hobbyist forum,en,Tweet,34,1243,32,16,201275,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/25/24 23:47,'1772394957636030567',https://t.co/tEEGqUfJvv,zxx,Tweet,342,19178,1035,121,781054,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJjPyiUboAACpXU.png
3/26/24 2:45,'1772439768233636244',"@BA_SF_CA i said i dont know how rich people commit crimes and i said that even if i had half a million dollars, i wouldn't commit a crime. that does not mean that people with half a million dollars are rich; only that i have a low threshold for being risk-averse and law abiding",en,Reply,0,6,1,1,625,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/26/24 1:44,'1772424434453827752',"@BA_SF_CA ok? i dont own a home, so ...",en,Reply,0,3,1,1,476,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/26/24 0:57,'1772412536756855168',"@m_tomorrowland @e_cdalton you can also light the candle and set it next to a window with curtains and then leave the candle unattended. when you come back, there will be a bigger, more beautiful fire and the candle's memory ring will be gone",en,Reply,0,14,1,2,591,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/26/24 0:33,'1772406371989794872',awesome,en,Tweet,526,5134,194,36,345813,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/26/24 0:40,'1772408313675755921',"@AleksWittkamp @modsiwW  is prob in the top ten fashion content creators online, if not top five and maybe top three",en,Reply,2,410,6,2,6380,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/25/24 3:14,'1772084631229059142',"you can fix this in the early stages by wrapping the candle in foil and creating a narrow tunnel that traps the heat, forcing the wax to burn to the edges https://t.co/kJV3GDcR2l",en,Tweet,6176,26358,1505,140,3865622,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GJe1inHasAAg-4o.jpg
3/25/24 6:19,'1772131128758911300',@Nigella_Lawson i took it as a compliment! thank you!,en,Reply,1,67,0,1,4376,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/25/24 6:11,'1772129179464863885',"@void_void_viod no bc you only do it for a short amount of time—maybe an hour. the idea is to get the wax to burn to the edge. this ""resets"" the candle so that you can burn all the way down, avoiding tunnelling. after you get the wax to the edge, you remove the foil. and don't tunnel again",en,Reply,31,1282,14,9,78702,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/25/24 4:23,'1772102040833134915',i think my biggest style influence is not having money,en,Tweet,182,7675,746,72,327507,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/25/24 3:20,'1772086216084623583',@faoi buy a home in a walkable neighborhood,en,Reply,59,10366,99,17,104983,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/24/24 23:54,'1772034373732504042',yea pat riley in his suits was cool but what about lou carnesecca in his sweaters https://t.co/335AKWC3EW,en,Tweet,1018,9715,476,98,975118,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJeHzR1agAAzHpO.jpg,https://pbs.twimg.com/media/GJeH1PraQAALfwz.jpg,https://pbs.twimg.com/media/GJeH1PpbYAAdTwg.jpg,https://pbs.twimg.com/media/GJeH2XHaIAAvO69.jpg"
3/24/24 23:58,'1772035400380694987',@ColtMcBoy i dont know but orvis has done similar knits in the past https://t.co/AtU7cXJShC,en,Reply,50,175,2,2,16666,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJeIzTabkAIfmX2.jpg,https://pbs.twimg.com/media/GJeIzTfaMAAt8TV.jpg"
3/24/24 20:26,'1771981853140074704',I want better for everyone. Doesn't a suit look better when the shirt doesn't show beneath the coat's buttoning point? This is only possible with higher-rise trousers and a more properly cut jacket. https://t.co/jVapbCDA18,en,Tweet,454,6376,180,134,662083,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJdXzM2bgAACvjI.jpg,https://pbs.twimg.com/media/GJdX0sObIAAjfJd.jpg"
3/24/24 20:33,'1771983739175964678',@MostMuscle A single-breasted jacket should be unbuttoned when you sit down. A double-breasted jacket can be worn either way.,en,Reply,30,288,8,2,13733,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
3/24/24 20:32,'1771983465157902800',"@sp1cemustflow I think basketball sneakers can work on the right suit if

1. The tailoring is done well
2. It's a casual suit, not a dark worsted suit
3. It has been styled well https://t.co/Wfmt6H5f47",en,Reply,22,641,10,17,18760,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJdZkWoaMAA5JgJ.jpg,https://pbs.twimg.com/media/GJdZkWmaoAEHmDH.jpg"
3/24/24 20:26,'1771981853140074704',I want better for everyone. Doesn't a suit look better when the shirt doesn't show beneath the coat's buttoning point? This is only possible with higher-rise trousers and a more properly cut jacket. https://t.co/jVapbCDA18,en,Tweet,454,6376,180,134,662083,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJdXzM2bgAACvjI.jpg,https://pbs.twimg.com/media/GJdX0sObIAAjfJd.jpg"
3/24/24 18:36,'1771954231630549217',"since kyrie already has naturally square, broad shoulders, i think his stylist made a mistake by putting him in a jacket with so much shoulder padding. it makes him look boxy. compare to lebron, who has a similar build, wearing a softer shoulder. it's about balancing your figure https://t.co/tHUtH4eTub",en,Tweet,109,2621,68,61,370673,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GJc9zsBaoAAssP-.jpg,https://pbs.twimg.com/media/GJc9zpEakAAUVm0.jpg,https://pbs.twimg.com/media/GJc9zqeacAA5Ssa.jpg,https://pbs.twimg.com/media/GJc9zqua8AA5rVe.jpg"
